----------
200
1  19.29
2  15.14
4  9.59
8  11.59
12  15.28
16  13.23
20  14.99
24  14.23
----------
500
1  19.69
2  10.53
4  7.57
8  5.69
12  4.73
16  4.43
20  4.71
24  4.54
----------
1000
1  19.48
2  10.01
4  5.60
8  3.04
12  2.27
16  1.81
20  1.58
24  1.56
----------
1500
1  19.78
2  10.08
4  5.22
8  3.18
12  1.98
16  1.59
20  1.49
24  1.09
----------
2000
1  19.64
2  9.92
4  5.37
8  2.87
12  1.98
16  1.60
20  1.25
24  1.07
